1	0	-29405	5.7
1	1	-1450.9	7.4
2	0	-3749.4	-16.5
2	1	5165	-12.124
2	2	1452.3	-1.8187
3	0	3408	5.5
3	1	-7290.9	-18.065
3	2	2393.9	6.0031
3	3	415.6	-9.4868
4	0	3950.6	-5.25
4	1	4479.8	-8.8544
4	2	337.7	-23.087
4	3	-647.16	10.877
4	4	35.496	-3.7715
5	0	-1845.1	-2.3625
5	1	3692.5	5.0833
5	2	1443.3	-4.6111
5	3	-662.16	0.94124
5	4	-335.44	2.8841
5	5	9.4711	0.6314
6	0	952.88	-7.2188
6	1	1238.2	-5.6709
6	2	1089.4	5.9777
6	3	-1210.5	12.952
6	4	-197.54	-7.6396
6	5	31.412	0
6	6	-43.459	0.60452
7	0	2161.1	-2.6813
7	1	-2720.5	-7.0939
7	2	-237.48	0
7	3	1157	14.335
7	4	195.11	1.2349
7	5	39.517	-3.0872
7	6	-17.437	-1.9375
7	7	6.3431	0.51781
8	0	1191.5	0
8	1	650.2	6.7031
8	2	-987.05	-5.6082
8	3	-20.71	16.568
8	4	-564.13	-2.6736
8	5	226.91	5.9322
8	6	94.054	2.0596
8	7	-41.363	-0.25068
8	8	-0.18801	0.25068
9	0	474.8	0
9	1	1070.2	0
9	2	315.09	0
9	3	-124.47	0
9	4	-62.013	0
9	5	-444.72	0
9	6	19.138	0
9	7	66.295	0
9	8	-24.031	0
9	9	-7.2477	0
10	0	-342.81	0
10	1	-1508.4	0
10	2	-21.069	0
10	3	280.98	0
10	4	-105.18	0
10	5	51.741	0
10	6	-37.188	0
10	7	38.082	0
10	8	11.456	0
10	9	-6.3715	0
10	10	-2.2558	0
11	0	1033.3	0
11	1	-652.94	0
11	2	-1022.6	0
11	3	754.33	0
11	4	-215.56	0
11	5	47.527	0
11	6	-65.882	0
11	7	-4.9604	0
11	8	31.864	0
11	9	-5.289	0
11	10	0.54407	0
11	11	1.7979	0
12	0	-1320.4	0
12	1	-89.703	0
12	2	397.56	0
12	3	843.99	0
12	4	-584.3	0
12	5	233.81	0
12	6	62.49	0
12	7	58.527	0
12	8	-17.558	0
12	9	-12.772	0
12	10	0.94325	0
12	11	-3.0596	0
12	12	-0.17033	0
13	0	126.96	0
13	1	-1557.2	0
13	2	773.76	0
13	3	898.19	0
13	4	-295.24	0
13	5	556.7	0
13	6	0	0
13	7	213.71	0
13	8	0	0
13	9	27.229	0
13	10	2.8388	0
13	11	5.0184	0
13	12	-1.4194	0
13	13	-0.2227	0
