timestamp,dis1,dis2,dis3,vel1,vel2,vel3,b1,b2,b3
12,6520.22,3188.41,2999.44,-3.0046,5.83709,3.49997,4.42683e-321,4.42683e-321,4.42683e-321
12.01,6518.42,3191.91,3001.54,-3.00782,5.83552,3.49849,4.42683e-321,4.42683e-321,4.42683e-321
12.02,6516.61,3195.41,3003.64,-3.01104,5.83394,3.49701,4.42683e-321,4.42683e-321,4.42683e-321
12.03,6514.8,3198.91,3005.73,-3.01426,5.83236,3.49552,4.42683e-321,4.42683e-321,4.42683e-321
12.04,6513,3202.41,3007.83,-3.01747,5.83078,3.49403,4.42683e-321,4.42683e-321,4.42683e-321
12.05,6511.18,3205.91,3009.93,-3.02068,5.8292,3.49255,4.42683e-321,4.42683e-321,4.42683e-321
12.06,6509.37,3209.41,3012.02,-3.02389,5.82762,3.49106,4.42683e-321,4.42683e-321,4.42683e-321
12.07,6507.56,3212.9,3014.11,-3.0271,5.82604,3.48957,4.42683e-321,4.42683e-321,4.42683e-321
12.08,6505.74,3216.4,3016.21,-3.03031,5.82445,3.48808,4.42683e-321,4.42683e-321,4.42683e-321
12.09,6503.92,3219.89,3018.3,-3.03351,5.82287,3.48659,4.42683e-321,4.42683e-321,4.42683e-321
12.1,6502.1,3223.39,3020.39,-3.03672,5.82128,3.4851,4.42683e-321,4.42683e-321,4.42683e-321
12.11,6500.28,3226.88,3022.48,-3.03992,5.81969,3.48361,4.42683e-321,4.42683e-321,4.42683e-321
12.12,6498.45,3230.37,3024.57,-3.04312,5.81811,3.48212,4.42683e-321,4.42683e-321,4.42683e-321
12.13,6496.62,3233.86,3026.66,-3.04632,5.81652,3.48063,4.42683e-321,4.42683e-321,4.42683e-321
12.14,6494.79,3237.35,3028.75,-3.04951,5.81492,3.47914,4.42683e-321,4.42683e-321,4.42683e-321
12.15,6492.96,3240.84,3030.83,-3.05271,5.81333,3.47765,4.42683e-321,4.42683e-321,4.42683e-321
12.16,6491.13,3244.33,3032.92,-3.0559,5.81174,3.47615,4.42683e-321,4.42683e-321,4.42683e-321
12.17,6489.3,3247.81,3035,-3.05909,5.81014,3.47466,4.42683e-321,4.42683e-321,4.42683e-321
12.18,6487.46,3251.3,3037.09,-3.06228,5.80854,3.47316,4.42683e-321,4.42683e-321,4.42683e-321
12.19,6485.62,3254.78,3039.17,-3.06547,5.80695,3.47167,4.42683e-321,4.42683e-321,4.42683e-321
12.2,6483.78,3258.27,3041.25,-3.06865,5.80535,3.47017,4.42683e-321,4.42683e-321,4.42683e-321
12.21,6481.94,3261.75,3043.34,-3.07183,5.80375,3.46868,4.42683e-321,4.42683e-321,4.42683e-321
12.22,6480.1,3265.23,3045.42,-3.07502,5.80214,3.46718,4.42683e-321,4.42683e-321,4.42683e-321
12.23,6478.25,3268.71,3047.5,-3.0782,5.80054,3.46568,4.42683e-321,4.42683e-321,4.42683e-321
12.24,6476.4,3272.19,3049.57,-3.08137,5.79894,3.46418,4.42683e-321,4.42683e-321,4.42683e-321
12.25,6474.55,3275.67,3051.65,-3.08455,5.79733,3.46268,4.42683e-321,4.42683e-321,4.42683e-321
12.26,6472.7,3279.15,3053.73,-3.08773,5.79572,3.46118,4.42683e-321,4.42683e-321,4.42683e-321
12.27,6470.85,3282.63,3055.81,-3.0909,5.79412,3.45968,4.42683e-321,4.42683e-321,4.42683e-321
12.28,6468.99,3286.1,3057.88,-3.09407,5.79251,3.45818,4.42683e-321,4.42683e-321,4.42683e-321
12.29,6467.13,3289.58,3059.95,-3.09724,5.7909,3.45668,4.42683e-321,4.42683e-321,4.42683e-321
12.3,6465.27,3293.05,3062.03,-3.10041,5.78928,3.45518,4.42683e-321,4.42683e-321,4.42683e-321
12.31,6463.41,3296.52,3064.1,-3.10357,5.78767,3.45368,4.42683e-321,4.42683e-321,4.42683e-321
12.32,6461.55,3300,3066.17,-3.10673,5.78606,3.45217,4.42683e-321,4.42683e-321,4.42683e-321
12.33,6459.69,3303.47,3068.24,-3.1099,5.78444,3.45067,4.42683e-321,4.42683e-321,4.42683e-321
12.34,6457.82,3306.94,3070.31,-3.11306,5.78282,3.44917,4.42683e-321,4.42683e-321,4.42683e-321
12.35,6455.95,3310.41,3072.38,-3.11622,5.78121,3.44766,4.42683e-321,4.42683e-321,4.42683e-321
12.36,6454.08,3313.87,3074.45,-3.11937,5.77959,3.44615,4.42683e-321,4.42683e-321,4.42683e-321
12.37,6452.21,3317.34,3076.52,-3.12253,5.77797,3.44465,4.42683e-321,4.42683e-321,4.42683e-321
12.38,6450.33,3320.81,3078.58,-3.12568,5.77634,3.44314,4.42683e-321,4.42683e-321,4.42683e-321
12.39,6448.46,3324.27,3080.65,-3.12883,5.77472,3.44163,4.42683e-321,4.42683e-321,4.42683e-321
12.4,6446.58,3327.74,3082.71,-3.13198,5.7731,3.44013,4.42683e-321,4.42683e-321,4.42683e-321
12.41,6444.7,3331.2,3084.77,-3.13513,5.77147,3.43862,4.42683e-321,4.42683e-321,4.42683e-321
12.42,6442.82,3334.66,3086.84,-3.13827,5.76985,3.43711,4.42683e-321,4.42683e-321,4.42683e-321
12.43,6440.93,3338.12,3088.9,-3.14142,5.76822,3.4356,4.42683e-321,4.42683e-321,4.42683e-321
12.44,6439.05,3341.59,3090.96,-3.14456,5.76659,3.43409,4.42683e-321,4.42683e-321,4.42683e-321
12.45,6437.16,3345.04,3093.02,-3.1477,5.76496,3.43258,4.42683e-321,4.42683e-321,4.42683e-321
12.46,6435.27,3348.5,3095.08,-3.15084,5.76333,3.43107,4.42683e-321,4.42683e-321,4.42683e-321
12.47,6433.38,3351.96,3097.14,-3.15398,5.76169,3.42955,4.42683e-321,4.42683e-321,4.42683e-321
12.48,6431.48,3355.42,3099.19,-3.15711,5.76006,3.42804,4.42683e-321,4.42683e-321,4.42683e-321
12.49,6429.59,3358.87,3101.25,-3.16024,5.75842,3.42653,4.42683e-321,4.42683e-321,4.42683e-321
12.5,6427.69,3362.33,3103.3,-3.16338,5.75679,3.42502,4.42683e-321,4.42683e-321,4.42683e-321
12.51,6425.79,3365.78,3105.36,-3.16651,5.75515,3.4235,4.42683e-321,4.42683e-321,4.42683e-321
12.52,6423.89,3369.23,3107.41,-3.16963,5.75351,3.42199,4.42683e-321,4.42683e-321,4.42683e-321
12.53,6421.99,3372.69,3109.46,-3.17276,5.75187,3.42047,4.42683e-321,4.42683e-321,4.42683e-321
12.54,6420.08,3376.14,3111.52,-3.17588,5.75023,3.41895,4.42683e-321,4.42683e-321,4.42683e-321
12.55,6418.18,3379.59,3113.57,-3.17901,5.74859,3.41744,4.42683e-321,4.42683e-321,4.42683e-321
12.56,6416.27,3383.03,3115.62,-3.18213,5.74694,3.41592,4.42683e-321,4.42683e-321,4.42683e-321
12.57,6414.36,3386.48,3117.67,-3.18525,5.7453,3.4144,4.42683e-321,4.42683e-321,4.42683e-321
12.58,6412.45,3389.93,3119.71,-3.18836,5.74365,3.41288,4.42683e-321,4.42683e-321,4.42683e-321
12.59,6410.53,3393.37,3121.76,-3.19148,5.742,3.41137,4.42683e-321,4.42683e-321,4.42683e-321
12.6,6408.62,3396.82,3123.81,-3.19459,5.74035,3.40985,4.42683e-321,4.42683e-321,4.42683e-321
12.61,6406.7,3400.26,3125.85,-3.1977,5.7387,3.40833,4.42683e-321,4.42683e-321,4.42683e-321
12.62,6404.78,3403.71,3127.9,-3.20081,5.73705,3.40681,4.42683e-321,4.42683e-321,4.42683e-321
12.63,6402.86,3407.15,3129.94,-3.20392,5.7354,3.40528,4.42683e-321,4.42683e-321,4.42683e-321
12.64,6400.94,3410.59,3131.98,-3.20703,5.73375,3.40376,4.42683e-321,4.42683e-321,4.42683e-321
12.65,6399.01,3414.03,3134.02,-3.21013,5.73209,3.40224,4.42683e-321,4.42683e-321,4.42683e-321
12.66,6397.08,3417.47,3136.06,-3.21323,5.73044,3.40072,4.42683e-321,4.42683e-321,4.42683e-321
12.67,6395.16,3420.9,3138.1,-3.21633,5.72878,3.39919,4.42683e-321,4.42683e-321,4.42683e-321
12.68,6393.22,3424.34,3140.14,-3.21943,5.72712,3.39767,4.42683e-321,4.42683e-321,4.42683e-321
12.69,6391.29,3427.78,3142.18,-3.22253,5.72546,3.39615,4.42683e-321,4.42683e-321,4.42683e-321
12.7,6389.36,3431.21,3144.22,-3.22563,5.7238,3.39462,4.42683e-321,4.42683e-321,4.42683e-321
12.71,6387.42,3434.65,3146.25,-3.22872,5.72214,3.39309,4.42683e-321,4.42683e-321,4.42683e-321
12.72,6385.48,3438.08,3148.29,-3.23181,5.72047,3.39157,4.42683e-321,4.42683e-321,4.42683e-321
12.73,6383.54,3441.51,3150.32,-3.2349,5.71881,3.39004,4.42683e-321,4.42683e-321,4.42683e-321
12.74,6381.6,3444.94,3152.36,-3.23799,5.71714,3.38851,4.42683e-321,4.42683e-321,4.42683e-321
12.75,6379.66,3448.37,3154.39,-3.24108,5.71548,3.38699,4.42683e-321,4.42683e-321,4.42683e-321
12.76,6377.71,3451.8,3156.42,-3.24416,5.71381,3.38546,4.42683e-321,4.42683e-321,4.42683e-321
12.77,6375.76,3455.23,3158.45,-3.24724,5.71214,3.38393,4.42683e-321,4.42683e-321,4.42683e-321
12.78,6373.82,3458.65,3160.48,-3.25032,5.71047,3.3824,4.42683e-321,4.42683e-321,4.42683e-321
12.79,6371.86,3462.08,3162.51,-3.2534,5.7088,3.38087,4.42683e-321,4.42683e-321,4.42683e-321
12.8,6369.91,3465.5,3164.54,-3.25648,5.70712,3.37934,4.42683e-321,4.42683e-321,4.42683e-321
12.81,6367.96,3468.93,3166.56,-3.25956,5.70545,3.37781,4.42683e-321,4.42683e-321,4.42683e-321
12.82,6366,3472.35,3168.59,-3.26263,5.70378,3.37627,4.42683e-321,4.42683e-321,4.42683e-321
12.83,6364.04,3475.77,3170.62,-3.2657,5.7021,3.37474,4.42683e-321,4.42683e-321,4.42683e-321
12.84,6362.08,3479.19,3172.64,-3.26877,5.70042,3.37321,4.42683e-321,4.42683e-321,4.42683e-321
12.85,6360.12,3482.61,3174.66,-3.27184,5.69874,3.37168,4.42683e-321,4.42683e-321,4.42683e-321
12.86,6358.15,3486.03,3176.69,-3.27491,5.69706,3.37014,4.42683e-321,4.42683e-321,4.42683e-321
12.87,6356.19,3489.45,3178.71,-3.27797,5.69538,3.36861,4.42683e-321,4.42683e-321,4.42683e-321
12.88,6354.22,3492.87,3180.73,-3.28103,5.6937,3.36707,4.42683e-321,4.42683e-321,4.42683e-321
12.89,6352.25,3496.28,3182.75,-3.2841,5.69202,3.36554,4.42683e-321,4.42683e-321,4.42683e-321
12.9,6350.28,3499.7,3184.77,-3.28715,5.69033,3.364,4.42683e-321,4.42683e-321,4.42683e-321
12.91,6348.31,3503.11,3186.78,-3.29021,5.68865,3.36246,4.42683e-321,4.42683e-321,4.42683e-321
12.92,6346.33,3506.52,3188.8,-3.29327,5.68696,3.36093,4.42683e-321,4.42683e-321,4.42683e-321
12.93,6344.36,3509.94,3190.82,-3.29632,5.68527,3.35939,4.42683e-321,4.42683e-321,4.42683e-321
12.94,6342.38,3513.35,3192.83,-3.29937,5.68358,3.35785,4.42683e-321,4.42683e-321,4.42683e-321
12.95,6340.4,3516.76,3194.84,-3.30242,5.68189,3.35631,4.42683e-321,4.42683e-321,4.42683e-321
12.96,6338.41,3520.16,3196.86,-3.30547,5.6802,3.35477,4.42683e-321,4.42683e-321,4.42683e-321
12.97,6336.43,3523.57,3198.87,-3.30852,5.67851,3.35323,4.42683e-321,4.42683e-321,4.42683e-321
12.98,6334.44,3526.98,3200.88,-3.31156,5.67681,3.35169,4.42683e-321,4.42683e-321,4.42683e-321
12.99,6332.46,3530.38,3202.89,-3.31461,5.67512,3.35015,4.42683e-321,4.42683e-321,4.42683e-321
13,6330.47,3533.79,3204.9,-3.31765,5.67342,3.34861,4.42683e-321,4.42683e-321,4.42683e-321
13.01,6328.47,3537.19,3206.91,-3.32069,5.67173,3.34707,4.42683e-321,4.42683e-321,4.42683e-321
13.02,6326.48,3540.59,3208.92,-3.32372,5.67003,3.34552,4.42683e-321,4.42683e-321,4.42683e-321
13.03,6324.49,3544,3210.92,-3.32676,5.66833,3.34398,4.42683e-321,4.42683e-321,4.42683e-321
13.04,6322.49,3547.4,3212.93,-3.32979,5.66663,3.34244,4.42683e-321,4.42683e-321,4.42683e-321
13.05,6320.49,3550.8,3214.93,-3.33283,5.66492,3.34089,4.42683e-321,4.42683e-321,4.42683e-321
13.06,6318.49,3554.19,3216.94,-3.33586,5.66322,3.33935,4.42683e-321,4.42683e-321,4.42683e-321
13.07,6316.49,3557.59,3218.94,-3.33889,5.66152,3.3378,4.42683e-321,4.42683e-321,4.42683e-321
13.08,6314.48,3560.99,3220.94,-3.34191,5.65981,3.33626,4.42683e-321,4.42683e-321,4.42683e-321
13.09,6312.48,3564.38,3222.94,-3.34494,5.6581,3.33471,4.42683e-321,4.42683e-321,4.42683e-321
13.1,6310.47,3567.78,3224.94,-3.34796,5.6564,3.33316,4.42683e-321,4.42683e-321,4.42683e-321
13.11,6308.46,3571.17,3226.94,-3.35098,5.65469,3.33162,4.42683e-321,4.42683e-321,4.42683e-321
13.12,6306.45,3574.56,3228.94,-3.354,5.65298,3.33007,4.42683e-321,4.42683e-321,4.42683e-321
13.13,6304.44,3577.96,3230.94,-3.35702,5.65127,3.32852,4.42683e-321,4.42683e-321,4.42683e-321
13.14,6302.42,3581.35,3232.94,-3.36003,5.64955,3.32697,4.42683e-321,4.42683e-321,4.42683e-321
13.15,6300.4,3584.73,3234.93,-3.36305,5.64784,3.32542,4.42683e-321,4.42683e-321,4.42683e-321
13.16,6298.38,3588.12,3236.93,-3.36606,5.64613,3.32387,4.42683e-321,4.42683e-321,4.42683e-321
13.17,6296.36,3591.51,3238.92,-3.36907,5.64441,3.32232,4.42683e-321,4.42683e-321,4.42683e-321
13.18,6294.34,3594.9,3240.91,-3.37208,5.64269,3.32077,4.42683e-321,4.42683e-321,4.42683e-321
13.19,6292.32,3598.28,3242.9,-3.37509,5.64098,3.31922,4.42683e-321,4.42683e-321,4.42683e-321
13.2,6290.29,3601.67,3244.89,-3.37809,5.63926,3.31767,4.42683e-321,4.42683e-321,4.42683e-321
13.21,6288.26,3605.05,3246.88,-3.38109,5.63754,3.31611,4.42683e-321,4.42683e-321,4.42683e-321
13.22,6286.23,3608.43,3248.87,-3.3841,5.63582,3.31456,4.42683e-321,4.42683e-321,4.42683e-321
13.23,6284.2,3611.81,3250.86,-3.38709,5.63409,3.31301,4.42683e-321,4.42683e-321,4.42683e-321
13.24,6282.17,3615.19,3252.85,-3.39009,5.63237,3.31145,4.42683e-321,4.42683e-321,4.42683e-321
13.25,6280.13,3618.57,3254.83,-3.39309,5.63064,3.3099,4.42683e-321,4.42683e-321,4.42683e-321
13.26,6278.1,3621.95,3256.82,-3.39608,5.62892,3.30834,4.42683e-321,4.42683e-321,4.42683e-321
13.27,6276.06,3625.33,3258.8,-3.39907,5.62719,3.30679,4.42683e-321,4.42683e-321,4.42683e-321
13.28,6274.02,3628.7,3260.79,-3.40207,5.62546,3.30523,4.42683e-321,4.42683e-321,4.42683e-321
13.29,6271.98,3632.08,3262.77,-3.40505,5.62373,3.30367,4.42683e-321,4.42683e-321,4.42683e-321
13.3,6269.93,3635.45,3264.75,-3.40804,5.622,3.30212,4.42683e-321,4.42683e-321,4.42683e-321
13.31,6267.89,3638.82,3266.73,-3.41103,5.62027,3.30056,4.42683e-321,4.42683e-321,4.42683e-321
13.32,6265.84,3642.19,3268.71,-3.41401,5.61854,3.299,4.42683e-321,4.42683e-321,4.42683e-321
13.33,6263.79,3645.56,3270.69,-3.41699,5.61681,3.29744,4.42683e-321,4.42683e-321,4.42683e-321
13.34,6261.74,3648.93,3272.67,-3.41997,5.61507,3.29588,4.42683e-321,4.42683e-321,4.42683e-321
13.35,6259.69,3652.3,3274.65,-3.42295,5.61333,3.29432,4.42683e-321,4.42683e-321,4.42683e-321
13.36,6257.63,3655.67,3276.62,-3.42592,5.6116,3.29276,4.42683e-321,4.42683e-321,4.42683e-321
13.37,6255.58,3659.04,3278.6,-3.4289,5.60986,3.2912,4.42683e-321,4.42683e-321,4.42683e-321
13.38,6253.52,3662.4,3280.57,-3.43187,5.60812,3.28964,4.42683e-321,4.42683e-321,4.42683e-321
13.39,6251.46,3665.77,3282.54,-3.43484,5.60638,3.28808,4.42683e-321,4.42683e-321,4.42683e-321
13.4,6249.4,3669.13,3284.52,-3.43781,5.60464,3.28652,4.42683e-321,4.42683e-321,4.42683e-321
13.41,6247.33,3672.49,3286.49,-3.44078,5.6029,3.28495,4.42683e-321,4.42683e-321,4.42683e-321
13.42,6245.27,3675.85,3288.46,-3.44374,5.60115,3.28339,4.42683e-321,4.42683e-321,4.42683e-321
13.43,6243.2,3679.21,3290.43,-3.4467,5.59941,3.28183,4.42683e-321,4.42683e-321,4.42683e-321
13.44,6241.13,3682.57,3292.4,-3.44967,5.59766,3.28026,4.42683e-321,4.42683e-321,4.42683e-321
13.45,6239.06,3685.93,3294.36,-3.45263,5.59591,3.2787,4.42683e-321,4.42683e-321,4.42683e-321
13.46,6236.99,3689.29,3296.33,-3.45558,5.59417,3.27713,4.42683e-321,4.42683e-321,4.42683e-321
13.47,6234.91,3692.64,3298.29,-3.45854,5.59242,3.27557,4.42683e-321,4.42683e-321,4.42683e-321
13.48,6232.84,3696,3300.26,-3.46149,5.59067,3.274,4.42683e-321,4.42683e-321,4.42683e-321
13.49,6230.76,3699.35,3302.22,-3.46445,5.58891,3.27243,4.42683e-321,4.42683e-321,4.42683e-321
13.5,6228.68,3702.71,3304.19,-3.4674,5.58716,3.27087,4.42683e-321,4.42683e-321,4.42683e-321
13.51,6226.6,3706.06,3306.15,-3.47034,5.58541,3.2693,4.42683e-321,4.42683e-321,4.42683e-321
13.52,6224.52,3709.41,3308.11,-3.47329,5.58365,3.26773,4.42683e-321,4.42683e-321,4.42683e-321
13.53,6222.43,3712.76,3310.07,-3.47624,5.5819,3.26616,4.42683e-321,4.42683e-321,4.42683e-321
13.54,6220.34,3716.11,3312.03,-3.47918,5.58014,3.26459,4.42683e-321,4.42683e-321,4.42683e-321
13.55,6218.26,3719.45,3313.99,-3.48212,5.57838,3.26302,4.42683e-321,4.42683e-321,4.42683e-321
13.56,6216.17,3722.8,3315.94,-3.48506,5.57662,3.26145,4.42683e-321,4.42683e-321,4.42683e-321
13.57,6214.07,3726.15,3317.9,-3.488,5.57486,3.25988,4.42683e-321,4.42683e-321,4.42683e-321
13.58,6211.98,3729.49,3319.85,-3.49094,5.5731,3.25831,4.42683e-321,4.42683e-321,4.42683e-321
13.59,6209.88,3732.83,3321.81,-3.49387,5.57134,3.25674,4.42683e-321,4.42683e-321,4.42683e-321
13.6,6207.79,3736.18,3323.76,-3.4968,5.56958,3.25517,4.42683e-321,4.42683e-321,4.42683e-321
13.61,6205.69,3739.52,3325.71,-3.49973,5.56781,3.2536,4.42683e-321,4.42683e-321,4.42683e-321
13.62,6203.59,3742.86,3327.67,-3.50266,5.56605,3.25202,4.42683e-321,4.42683e-321,4.42683e-321
13.63,6201.49,3746.2,3329.62,-3.50559,5.56428,3.25045,4.42683e-321,4.42683e-321,4.42683e-321
13.64,6199.38,3749.53,3331.57,-3.50851,5.56251,3.24888,4.42683e-321,4.42683e-321,4.42683e-321
13.65,6197.28,3752.87,3333.51,-3.51144,5.56074,3.2473,4.42683e-321,4.42683e-321,4.42683e-321
13.66,6195.17,3756.21,3335.46,-3.51436,5.55897,3.24573,4.42683e-321,4.42683e-321,4.42683e-321
13.67,6193.06,3759.54,3337.41,-3.51728,5.5572,3.24415,4.42683e-321,4.42683e-321,4.42683e-321
13.68,6190.95,3762.88,3339.36,-3.5202,5.55543,3.24258,4.42683e-321,4.42683e-321,4.42683e-321
13.69,6188.83,3766.21,3341.3,-3.52311,5.55366,3.241,4.42683e-321,4.42683e-321,4.42683e-321
13.7,6186.72,3769.54,3343.24,-3.52603,5.55188,3.23942,4.42683e-321,4.42683e-321,4.42683e-321
13.71,6184.6,3772.87,3345.19,-3.52894,5.55011,3.23785,4.42683e-321,4.42683e-321,4.42683e-321
13.72,6182.48,3776.2,3347.13,-3.53185,5.54833,3.23627,4.42683e-321,4.42683e-321,4.42683e-321
13.73,6180.36,3779.53,3349.07,-3.53476,5.54655,3.23469,4.42683e-321,4.42683e-321,4.42683e-321
13.74,6178.24,3782.86,3351.01,-3.53766,5.54478,3.23311,4.42683e-321,4.42683e-321,4.42683e-321
13.75,6176.12,3786.18,3352.95,-3.54057,5.543,3.23153,4.42683e-321,4.42683e-321,4.42683e-321
13.76,6173.99,3789.51,3354.89,-3.54347,5.54122,3.22995,4.42683e-321,4.42683e-321,4.42683e-321
13.77,6171.87,3792.83,3356.82,-3.54637,5.53943,3.22837,4.42683e-321,4.42683e-321,4.42683e-321
13.78,6169.74,3796.15,3358.76,-3.54927,5.53765,3.22679,4.42683e-321,4.42683e-321,4.42683e-321
13.79,6167.61,3799.48,3360.7,-3.55217,5.53587,3.22521,4.42683e-321,4.42683e-321,4.42683e-321
13.8,6165.48,3802.8,3362.63,-3.55507,5.53408,3.22363,4.42683e-321,4.42683e-321,4.42683e-321
13.81,6163.34,3806.12,3364.56,-3.55796,5.5323,3.22205,4.42683e-321,4.42683e-321,4.42683e-321
13.82,6161.21,3809.44,3366.5,-3.56085,5.53051,3.22046,4.42683e-321,4.42683e-321,4.42683e-321
13.83,6159.07,3812.75,3368.43,-3.56374,5.52872,3.21888,4.42683e-321,4.42683e-321,4.42683e-321
13.84,6156.93,3816.07,3370.36,-3.56663,5.52693,3.2173,4.42683e-321,4.42683e-321,4.42683e-321
13.85,6154.79,3819.39,3372.29,-3.56952,5.52514,3.21571,4.42683e-321,4.42683e-321,4.42683e-321
13.86,6152.65,3822.7,3374.22,-3.57241,5.52335,3.21413,4.42683e-321,4.42683e-321,4.42683e-321
13.87,6150.5,3826.01,3376.15,-3.57529,5.52156,3.21255,4.42683e-321,4.42683e-321,4.42683e-321
13.88,6148.36,3829.33,3378.07,-3.57817,5.51977,3.21096,4.42683e-321,4.42683e-321,4.42683e-321
13.89,6146.21,3832.64,3380,-3.58105,5.51797,3.20937,4.42683e-321,4.42683e-321,4.42683e-321
13.9,6144.06,3835.95,3381.92,-3.58393,5.51618,3.20779,4.42683e-321,4.42683e-321,4.42683e-321
13.91,6141.91,3839.26,3383.85,-3.5868,5.51438,3.2062,4.42683e-321,4.42683e-321,4.42683e-321
13.92,6139.76,3842.57,3385.77,-3.58968,5.51258,3.20462,4.42683e-321,4.42683e-321,4.42683e-321
13.93,6137.6,3845.87,3387.69,-3.59255,5.51079,3.20303,4.42683e-321,4.42683e-321,4.42683e-321
13.94,6135.44,3849.18,3389.61,-3.59542,5.50899,3.20144,4.42683e-321,4.42683e-321,4.42683e-321
13.95,6133.29,3852.48,3391.53,-3.59829,5.50719,3.19985,4.42683e-321,4.42683e-321,4.42683e-321
13.96,6131.13,3855.79,3393.45,-3.60116,5.50538,3.19826,4.42683e-321,4.42683e-321,4.42683e-321
13.97,6128.96,3859.09,3395.37,-3.60402,5.50358,3.19667,4.42683e-321,4.42683e-321,4.42683e-321
13.98,6126.8,3862.39,3397.29,-3.60689,5.50178,3.19508,4.42683e-321,4.42683e-321,4.42683e-321
13.99,6124.64,3865.69,3399.21,-3.60975,5.49997,3.19349,4.42683e-321,4.42683e-321,4.42683e-321
14,6122.47,3868.99,3401.12,-3.61261,5.49817,3.1919,4.42683e-321,4.42683e-321,4.42683e-321
14.01,6120.3,3872.29,3403.04,-3.61546,5.49636,3.19031,4.42683e-321,4.42683e-321,4.42683e-321
14.02,6118.13,3875.59,3404.95,-3.61832,5.49455,3.18872,4.42683e-321,4.42683e-321,4.42683e-321
14.03,6115.96,3878.88,3406.86,-3.62117,5.49274,3.18713,4.42683e-321,4.42683e-321,4.42683e-321
14.04,6113.79,3882.18,3408.77,-3.62403,5.49093,3.18554,4.42683e-321,4.42683e-321,4.42683e-321
14.05,6111.61,3885.47,3410.68,-3.62688,5.48912,3.18394,4.42683e-321,4.42683e-321,4.42683e-321
14.06,6109.43,3888.77,3412.59,-3.62973,5.48731,3.18235,4.42683e-321,4.42683e-321,4.42683e-321
14.07,6107.26,3892.06,3414.5,-3.63257,5.4855,3.18076,4.42683e-321,4.42683e-321,4.42683e-321
14.08,6105.07,3895.35,3416.41,-3.63542,5.48369,3.17916,4.42683e-321,4.42683e-321,4.42683e-321
14.09,6102.89,3898.64,3418.32,-3.63826,5.48187,3.17757,4.42683e-321,4.42683e-321,4.42683e-321
14.1,6100.71,3901.93,3420.22,-3.6411,5.48005,3.17597,4.42683e-321,4.42683e-321,4.42683e-321
14.11,6098.52,3905.21,3422.13,-3.64394,5.47824,3.17438,4.42683e-321,4.42683e-321,4.42683e-321
14.12,6096.34,3908.5,3424.03,-3.64678,5.47642,3.17278,4.42683e-321,4.42683e-321,4.42683e-321
14.13,6094.15,3911.79,3425.93,-3.64962,5.4746,3.17118,4.42683e-321,4.42683e-321,4.42683e-321
14.14,6091.96,3915.07,3427.84,-3.65245,5.47278,3.16959,4.42683e-321,4.42683e-321,4.42683e-321
14.15,6089.76,3918.35,3429.74,-3.65528,5.47096,3.16799,4.42683e-321,4.42683e-321,4.42683e-321
14.16,6087.57,3921.64,3431.64,-3.65811,5.46914,3.16639,4.42683e-321,4.42683e-321,4.42683e-321
14.17,6085.37,3924.92,3433.54,-3.66094,5.46731,3.1648,4.42683e-321,4.42683e-321,4.42683e-321
14.18,6083.18,3928.2,3435.44,-3.66377,5.46549,3.1632,4.42683e-321,4.42683e-321,4.42683e-321
14.19,6080.98,3931.47,3437.33,-3.66659,5.46367,3.1616,4.42683e-321,4.42683e-321,4.42683e-321
14.2,6078.78,3934.75,3439.23,-3.66942,5.46184,3.16,4.42683e-321,4.42683e-321,4.42683e-321
14.21,6076.58,3938.03,3441.12,-3.67224,5.46001,3.1584,4.42683e-321,4.42683e-321,4.42683e-321
14.22,6074.37,3941.3,3443.02,-3.67506,5.45818,3.1568,4.42683e-321,4.42683e-321,4.42683e-321
14.23,6072.16,3944.58,3444.91,-3.67788,5.45636,3.1552,4.42683e-321,4.42683e-321,4.42683e-321
14.24,6069.96,3947.85,3446.8,-3.68069,5.45453,3.1536,4.42683e-321,4.42683e-321,4.42683e-321
14.25,6067.75,3951.12,3448.7,-3.68351,5.45269,3.152,4.42683e-321,4.42683e-321,4.42683e-321
14.26,6065.54,3954.4,3450.59,-3.68632,5.45086,3.15039,4.42683e-321,4.42683e-321,4.42683e-321
14.27,6063.32,3957.67,3452.48,-3.68913,5.44903,3.14879,4.42683e-321,4.42683e-321,4.42683e-321
14.28,6061.11,3960.93,3454.36,-3.69194,5.4472,3.14719,4.42683e-321,4.42683e-321,4.42683e-321
14.29,6058.89,3964.2,3456.25,-3.69475,5.44536,3.14558,4.42683e-321,4.42683e-321,4.42683e-321
14.3,6056.68,3967.47,3458.14,-3.69755,5.44352,3.14398,4.42683e-321,4.42683e-321,4.42683e-321
14.31,6054.46,3970.73,3460.02,-3.70035,5.44169,3.14238,4.42683e-321,4.42683e-321,4.42683e-321
14.32,6052.24,3974,3461.91,-3.70316,5.43985,3.14077,4.42683e-321,4.42683e-321,4.42683e-321
14.33,6050.01,3977.26,3463.79,-3.70595,5.43801,3.13917,4.42683e-321,4.42683e-321,4.42683e-321
14.34,6047.79,3980.52,3465.68,-3.70875,5.43617,3.13756,4.42683e-321,4.42683e-321,4.42683e-321
14.35,6045.56,3983.79,3467.56,-3.71155,5.43433,3.13596,4.42683e-321,4.42683e-321,4.42683e-321
14.36,6043.34,3987.05,3469.44,-3.71434,5.43249,3.13435,4.42683e-321,4.42683e-321,4.42683e-321
