timestamp,dis1,dis2,dis3,vel1,vel2,vel3
3910,-6873.5,6917.73,2867.55,-4.25162,-2.65265,-2.67585
3920,-8908.76,4899.69,1105.32,-2.46131,-3.9944,-3.12817
3930,-9753.2,2228.16,-804.014,-0.300871,-4.81626,-3.16095
3940,-9218.6,-751.895,-2595.08,2.11298,-4.99579,-2.72227
3950,-7204.48,-3597.19,-3959.51,4.58418,-4.32384,-1.72281
3960,-3791.42,-5712.97,-4533.49,6.66883,-2.51637,-0.0823726
3970,539.707,-6357.05,-3951,7.44588,0.562673,2.07406
3980,4635.56,-4914.42,-2083,5.72739,4.20424,4.01659
3990,6921.11,-1585.21,578.656,1.64646,6.50556,4.55278
4000,6591.26,2374.83,3041.87,-2.56571,6.30295,3.44991
4010,4175.05,5640.43,4577.65,-5.17845,4.41458,1.63373
4020,719.117,7576.52,5019.75,-6.09593,2.02419,-0.112796
4030,-2898.01,8096.45,4515.5,-5.79696,-0.244393,-1.49942
4040,-6077.57,7354.36,3302.52,-4.69177,-2.16193,-2.47358
4050,-8418.53,5589.05,1627.35,-3.03358,-3.64553,-3.04054
4060,-9637.6,3078.75,-265.268,-0.9723,-4.63301,-3.19501
4070,-9527.08,148.614,-2117.95,1.37858,-5.02235,-2.89786
4080,-7955.95,-2793.05,-3637.82,3.85995,-4.6331,-2.07041
4090,-4935.18,-5201.67,-4477.85,6.12652,-3.19578,-0.620463
4100,-794.921,-6369.09,-4260.9,7.41954,-0.481024,1.42175
4110,3529.53,-5584.91,-2750.13,6.53746,3.15199,3.54472
4120,6499.03,-2727.13,-227.237,2.99785,6.07166,4.58861
4130,6945.58,1207.2,2395.53,-1.43615,6.60897,3.8952
4140,5045.16,4785.62,4241.1,-4.59518,5.08374,2.17775
4150,1793.14,7150.26,4992.4,-5.97335,2.74937,0.358924
4160,-1850.05,8086.29,4736.61,-5.98452,0.405392,-1.14531
4170,-5207.7,7699.47,3700.21,-5.0845,-1.63142,-2.2385
4180,-7829.86,6212.09,2131.57,-3.57059,-3.25215,-2.92041
4190,-9405.01,3892.01,275.932,-1.61709,-4.39669,-3.19335
4200,-9705.84,1047.96,-1614.93,0.658598,-4.97988,-3.03033
4210,-8576.27,-1941.56,-3261.35,3.1219,-4.84836,-2.36488
4220,-5973.46,-4578.55,-4334,5.504,-3.75662,-1.10345
4230,-2105.42,-6200.97,-4458.15,7.19649,-1.43126,0.784904
4240,2302.38,-6059.12,-3325.78,7.08816,2.03645,2.97833
4250,5841.42,-3769.89,-1025.55,4.26571,5.40179,4.46301
4260,7085.71,0.0828335,1678.02,-0.17717,6.72286,4.25457
4270,5796.64,3814.94,3809.65,-3.84761,5.68605,2.7201
4280,2834.9,6592.42,4880.89,-5.73055,3.47889,0.861093
4290,-775.544,7956.41,4894,-6.0937,1.08553,-0.755781
4300,-4272.72,7945.96,4054.95,-5.42468,-1.06239,-1.96989
4310,-7149.29,6760.95,2612.49,-4.06944,-2.81584,-2.76793
4320,-9060.48,4658.69,813.673,-2.23282,-4.11046,-3.15735
